,id,start_time,peak_time,end_time,peak_value,phase
189,RG.SUBF.00,2024-03-02T06:30:50.580000Z,2024-03-02T06:30:50.780000Z,2024-03-02T06:30:50.980000Z,0.86653423,S
190,RG.SUBF.00,2024-03-02T06:30:54.240000Z,2024-03-02T06:30:54.460000Z,2024-03-02T06:30:54.690000Z,0.7049463,P
191,RG.SUBF.00,2024-03-02T06:30:55.670000Z,2024-03-02T06:30:55.840000Z,2024-03-02T06:30:56.050000Z,0.8917186,S
192,RG.SUBF.00,2024-03-02T06:31:11.240000Z,2024-03-02T06:31:11.410000Z,2024-03-02T06:31:11.620000Z,0.98040247,P
193,RG.SUBF.00,2024-03-02T06:31:12.650000Z,2024-03-02T06:31:12.830000Z,2024-03-02T06:31:13.030000Z,0.9427474,S
194,RG.SUBF.00,2024-03-02T06:31:33.500000Z,2024-03-02T06:31:33.630000Z,2024-03-02T06:31:33.820000Z,0.44863984,S
195,RG.SUBF.00,2024-03-02T06:31:48.730000Z,2024-03-02T06:31:48.900000Z,2024-03-02T06:31:49.110000Z,0.488899,P
196,RG.SUBF.00,2024-03-02T06:32:47.190000Z,2024-03-02T06:32:47.350000Z,2024-03-02T06:32:47.580000Z,0.943563,P
197,RG.SUBF.00,2024-03-02T06:32:48.590000Z,2024-03-02T06:32:48.770000Z,2024-03-02T06:32:48.970000Z,0.95992756,S
198,RG.SUBF.00,2024-03-02T06:34:13.120000Z,2024-03-02T06:34:13.290000Z,2024-03-02T06:34:13.510000Z,0.950948,P
199,RG.SUBF.00,2024-03-02T06:34:14.540000Z,2024-03-02T06:34:14.710000Z,2024-03-02T06:34:14.920000Z,0.95883447,S
200,RG.SCHW.00,2024-03-02T06:30:16.090000Z,2024-03-02T06:30:16.260000Z,2024-03-02T06:30:16.460000Z,0.9839601,P
201,RG.SCHW.00,2024-03-02T06:30:17.350000Z,2024-03-02T06:30:17.530000Z,2024-03-02T06:30:17.740000Z,0.93602014,S
202,RG.SCHW.00,2024-03-02T06:30:48.860000Z,2024-03-02T06:30:49.030000Z,2024-03-02T06:30:49.240000Z,0.9856715,P
203,RG.SCHW.00,2024-03-02T06:30:50.110000Z,2024-03-02T06:30:50.280000Z,2024-03-02T06:30:50.490000Z,0.9584062,S
204,RG.SCHW.00,2024-03-02T06:30:53.900000Z,2024-03-02T06:30:54.070000Z,2024-03-02T06:30:54.280000Z,0.9543344,P
205,RG.SCHW.00,2024-03-02T06:30:55.160000Z,2024-03-02T06:30:55.370000Z,2024-03-02T06:30:55.560000Z,0.7963897,S
206,RG.SCHW.00,2024-03-02T06:31:10.920000Z,2024-03-02T06:31:11.090000Z,2024-03-02T06:31:11.290000Z,0.97796416,P
207,RG.SCHW.00,2024-03-02T06:31:12.230000Z,2024-03-02T06:31:12.410000Z,2024-03-02T06:31:12.610000Z,0.95479727,S
208,RG.SCHW.00,2024-03-02T06:31:32.970000Z,2024-03-02T06:31:33.120000Z,2024-03-02T06:31:33.300000Z,0.5009228,S
209,RG.SCHW.00,2024-03-02T06:31:48.370000Z,2024-03-02T06:31:48.540000Z,2024-03-02T06:31:48.750000Z,0.8830091,P
210,RG.SCHW.00,2024-03-02T06:31:49.690000Z,2024-03-02T06:31:49.790000Z,2024-03-02T06:31:49.930000Z,0.2840525,S
211,RG.SCHW.00,2024-03-02T06:31:51.620000Z,2024-03-02T06:31:51.820000Z,2024-03-02T06:31:52.030000Z,0.5312679,S
212,RG.SCHW.00,2024-03-02T06:31:55.100000Z,2024-03-02T06:31:55.230000Z,2024-03-02T06:31:55.420000Z,0.53917086,P
213,RG.SCHW.00,2024-03-02T06:31:56.330000Z,2024-03-02T06:31:56.440000Z,2024-03-02T06:31:56.650000Z,0.36021942,S
214,RG.SCHW.00,2024-03-02T06:32:06.740000Z,2024-03-02T06:32:06.820000Z,2024-03-02T06:32:07.020000Z,0.4037396,P
215,RG.SCHW.00,2024-03-02T06:32:17.160000Z,2024-03-02T06:32:17.340000Z,2024-03-02T06:32:17.540000Z,0.9676454,P
216,RG.SCHW.00,2024-03-02T06:32:18.390000Z,2024-03-02T06:32:18.560000Z,2024-03-02T06:32:18.820000Z,0.7820552,S
217,RG.SCHW.00,2024-03-02T06:32:46.870000Z,2024-03-02T06:32:47.040000Z,2024-03-02T06:32:47.250000Z,0.97904325,P
218,RG.SCHW.00,2024-03-02T06:32:48.090000Z,2024-03-02T06:32:48.250000Z,2024-03-02T06:32:48.450000Z,0.9625248,S
219,RG.SCHW.00,2024-03-02T06:33:38.820000Z,2024-03-02T06:33:38.880000Z,2024-03-02T06:33:39.040000Z,0.22262038,S
220,RG.SCHW.00,2024-03-02T06:33:51.420000Z,2024-03-02T06:33:51.550000Z,2024-03-02T06:33:51.750000Z,0.5066708,P
221,RG.SCHW.00,2024-03-02T06:33:52.620000Z,2024-03-02T06:33:52.770000Z,2024-03-02T06:33:52.990000Z,0.41528597,S
222,RG.SCHW.00,2024-03-02T06:34:12.810000Z,2024-03-02T06:34:12.980000Z,2024-03-02T06:34:13.180000Z,0.9731707,P
223,RG.SCHW.00,2024-03-02T06:34:14.010000Z,2024-03-02T06:34:14.180000Z,2024-03-02T06:34:14.410000Z,0.9525083,S
224,RG.FOR.00,2024-03-02T06:29:27.160000Z,2024-03-02T06:29:27.240000Z,2024-03-02T06:29:27.370000Z,0.2659239,P
225,RG.FOR.00,2024-03-02T06:29:32.230000Z,2024-03-02T06:29:32.350000Z,2024-03-02T06:29:32.570000Z,0.5779114,S
226,RG.FOR.00,2024-03-02T06:30:16.380000Z,2024-03-02T06:30:16.550000Z,2024-03-02T06:30:16.770000Z,0.91194934,P
227,RG.FOR.00,2024-03-02T06:30:17.820000Z,2024-03-02T06:30:17.990000Z,2024-03-02T06:30:18.220000Z,0.9315442,S
228,RG.FOR.00,2024-03-02T06:30:49.160000Z,2024-03-02T06:30:49.330000Z,2024-03-02T06:30:49.530000Z,0.9436151,P
229,RG.FOR.00,2024-03-02T06:30:50.590000Z,2024-03-02T06:30:50.780000Z,2024-03-02T06:30:50.990000Z,0.9192394,S
230,RG.FOR.00,2024-03-02T06:30:54.310000Z,2024-03-02T06:30:54.450000Z,2024-03-02T06:30:54.910000Z,0.3758523,P
231,RG.FOR.00,2024-03-02T06:30:55.690000Z,2024-03-02T06:30:55.860000Z,2024-03-02T06:30:56.070000Z,0.9134226,S
232,RG.FOR.00,2024-03-02T06:31:11.250000Z,2024-03-02T06:31:11.390000Z,2024-03-02T06:31:11.610000Z,0.8816829,P
233,RG.FOR.00,2024-03-02T06:31:12.650000Z,2024-03-02T06:31:12.840000Z,2024-03-02T06:31:13.060000Z,0.94649273,S
234,RG.FOR.00,2024-03-02T06:31:33.490000Z,2024-03-02T06:31:33.620000Z,2024-03-02T06:31:33.820000Z,0.50674397,S
235,RG.FOR.00,2024-03-02T06:31:48.910000Z,2024-03-02T06:31:49.090000Z,2024-03-02T06:31:49.300000Z,0.7739798,P
236,RG.FOR.00,2024-03-02T06:31:50.110000Z,2024-03-02T06:31:50.280000Z,2024-03-02T06:31:50.500000Z,0.9211099,S
237,RG.FOR.00,2024-03-02T06:31:55.450000Z,2024-03-02T06:31:55.610000Z,2024-03-02T06:31:55.830000Z,0.8096677,P
238,RG.FOR.00,2024-03-02T06:31:56.840000Z,2024-03-02T06:31:57.020000Z,2024-03-02T06:31:57.230000Z,0.89117205,S
239,RG.FOR.00,2024-03-02T06:32:08.590000Z,2024-03-02T06:32:08.680000Z,2024-03-02T06:32:08.820000Z,0.25486884,P
240,RG.FOR.00,2024-03-02T06:32:17.780000Z,2024-03-02T06:32:17.950000Z,2024-03-02T06:32:18.110000Z,0.50957763,P
241,RG.FOR.00,2024-03-02T06:32:18.940000Z,2024-03-02T06:32:19.110000Z,2024-03-02T06:32:19.330000Z,0.87041116,S
242,RG.FOR.00,2024-03-02T06:32:28.460000Z,2024-03-02T06:32:28.540000Z,2024-03-02T06:32:28.720000Z,0.37444323,S
243,RG.FOR.00,2024-03-02T06:32:28.490000Z,2024-03-02T06:32:28.590000Z,2024-03-02T06:32:28.750000Z,0.5212425,P
244,RG.FOR.00,2024-03-02T06:32:40.460000Z,2024-03-02T06:32:40.590000Z,2024-03-02T06:32:40.770000Z,0.5032535,P
245,RG.FOR.00,2024-03-02T06:32:47.200000Z,2024-03-02T06:32:47.370000Z,2024-03-02T06:32:47.590000Z,0.91720945,P
246,RG.FOR.00,2024-03-02T06:32:48.640000Z,2024-03-02T06:32:48.820000Z,2024-03-02T06:32:49.030000Z,0.9442843,S
247,RG.FOR.00,2024-03-02T06:33:25.240000Z,2024-03-02T06:33:25.380000Z,2024-03-02T06:33:25.540000Z,0.3513056,S
248,RG.FOR.00,2024-03-02T06:33:34.620000Z,2024-03-02T06:33:34.720000Z,2024-03-02T06:33:34.870000Z,0.47988915,P
249,RG.FOR.00,2024-03-02T06:33:41.140000Z,2024-03-02T06:33:41.290000Z,2024-03-02T06:33:41.450000Z,0.37216258,S
250,RG.FOR.00,2024-03-02T06:33:53.090000Z,2024-03-02T06:33:53.250000Z,2024-03-02T06:33:53.480000Z,0.5761462,S
251,RG.FOR.00,2024-03-02T06:34:09.140000Z,2024-03-02T06:34:09.240000Z,2024-03-02T06:34:09.410000Z,0.31454763,P
252,RG.FOR.00,2024-03-02T06:34:13.210000Z,2024-03-02T06:34:13.400000Z,2024-03-02T06:34:13.590000Z,0.710679,P
253,RG.FOR.00,2024-03-02T06:34:14.570000Z,2024-03-02T06:34:14.740000Z,2024-03-02T06:34:14.960000Z,0.9205381,S
254,RG.FOR.00,2024-03-02T06:34:21.210000Z,2024-03-02T06:34:21.260000Z,2024-03-02T06:34:21.380000Z,0.32390147,P
255,FO.OPS.00,2024-03-02T06:30:16.020000Z,2024-03-02T06:30:16.200000Z,2024-03-02T06:30:16.400000Z,0.97175825,P
256,FO.OPS.00,2024-03-02T06:30:17.150000Z,2024-03-02T06:30:17.300000Z,2024-03-02T06:30:17.530000Z,0.9463169,S
257,FO.OPS.00,2024-03-02T06:30:48.770000Z,2024-03-02T06:30:48.940000Z,2024-03-02T06:30:49.150000Z,0.97668743,P
258,FO.OPS.00,2024-03-02T06:30:49.920000Z,2024-03-02T06:30:50.080000Z,2024-03-02T06:30:50.310000Z,0.90375566,S
259,FO.OPS.00,2024-03-02T06:30:53.850000Z,2024-03-02T06:30:54.030000Z,2024-03-02T06:30:54.250000Z,0.8263314,P
260,FO.OPS.00,2024-03-02T06:30:54.980000Z,2024-03-02T06:30:55.130000Z,2024-03-02T06:30:55.370000Z,0.8720077,S
261,FO.OPS.00,2024-03-02T06:31:10.860000Z,2024-03-02T06:31:11.040000Z,2024-03-02T06:31:11.240000Z,0.96637714,P
262,FO.OPS.00,2024-03-02T06:31:11.970000Z,2024-03-02T06:31:12.130000Z,2024-03-02T06:31:12.370000Z,0.91420925,S
263,FO.OPS.00,2024-03-02T06:31:21.390000Z,2024-03-02T06:31:21.520000Z,2024-03-02T06:31:21.700000Z,0.40050274,S
264,FO.OPS.00,2024-03-02T06:31:31.680000Z,2024-03-02T06:31:31.840000Z,2024-03-02T06:31:32.050000Z,0.95239913,P
265,FO.OPS.00,2024-03-02T06:31:32.790000Z,2024-03-02T06:31:32.980000Z,2024-03-02T06:31:33.180000Z,0.8788669,S
266,FO.OPS.00,2024-03-02T06:31:48.380000Z,2024-03-02T06:31:48.560000Z,2024-03-02T06:31:48.760000Z,0.9267181,P
267,FO.OPS.00,2024-03-02T06:31:49.440000Z,2024-03-02T06:31:49.620000Z,2024-03-02T06:31:49.840000Z,0.8297032,S
268,FO.OPS.00,2024-03-02T06:31:55.340000Z,2024-03-02T06:31:55.450000Z,2024-03-02T06:31:55.710000Z,0.3218216,P
269,FO.OPS.00,2024-03-02T06:31:56.180000Z,2024-03-02T06:31:56.360000Z,2024-03-02T06:31:56.560000Z,0.68956006,S
270,FO.OPS.00,2024-03-02T06:32:07.860000Z,2024-03-02T06:32:07.970000Z,2024-03-02T06:32:08.140000Z,0.3088427,S
271,FO.OPS.00,2024-03-02T06:32:11.410000Z,2024-03-02T06:32:11.450000Z,2024-03-02T06:32:11.600000Z,0.21657652,P
272,FO.OPS.00,2024-03-02T06:32:17.200000Z,2024-03-02T06:32:17.360000Z,2024-03-02T06:32:17.550000Z,0.68355757,P
273,FO.OPS.00,2024-03-02T06:32:18.260000Z,2024-03-02T06:32:18.450000Z,2024-03-02T06:32:18.650000Z,0.65729815,S
274,FO.OPS.00,2024-03-02T06:32:39.930000Z,2024-03-02T06:32:39.970000Z,2024-03-02T06:32:40.070000Z,0.2293927,S
275,FO.OPS.00,2024-03-02T06:32:46.910000Z,2024-03-02T06:32:47.080000Z,2024-03-02T06:32:47.280000Z,0.95241463,P
276,FO.OPS.00,2024-03-02T06:32:47.940000Z,2024-03-02T06:32:48.100000Z,2024-03-02T06:32:48.310000Z,0.9285106,S
277,FO.OPS.00,2024-03-02T06:32:57.570000Z,2024-03-02T06:32:57.610000Z,2024-03-02T06:32:57.750000Z,0.24142042,S
278,FO.OPS.00,2024-03-02T06:33:40.430000Z,2024-03-02T06:33:40.530000Z,2024-03-02T06:33:40.750000Z,0.3367849,S
279,FO.OPS.00,2024-03-02T06:33:51.400000Z,2024-03-02T06:33:51.560000Z,2024-03-02T06:33:51.770000Z,0.8648653,P
280,FO.OPS.00,2024-03-02T06:33:52.460000Z,2024-03-02T06:33:52.660000Z,2024-03-02T06:33:52.870000Z,0.7491108,S
281,FO.OPS.00,2024-03-02T06:34:08.390000Z,2024-03-02T06:34:08.540000Z,2024-03-02T06:34:08.740000Z,0.5111476,S
282,FO.OPS.00,2024-03-02T06:34:12.810000Z,2024-03-02T06:34:12.970000Z,2024-03-02T06:34:13.180000Z,0.95759314,P
283,FO.OPS.00,2024-03-02T06:34:13.850000Z,2024-03-02T06:34:14.030000Z,2024-03-02T06:34:14.240000Z,0.9288148,S
284,FO.OPS.00,2024-03-02T06:34:23.980000Z,2024-03-02T06:34:24.070000Z,2024-03-02T06:34:24.220000Z,0.30060044,S
285,RG.KEFF.00,2024-03-02T06:30:16.970000Z,2024-03-02T06:30:17.150000Z,2024-03-02T06:30:17.360000Z,0.9693777,P
286,RG.KEFF.00,2024-03-02T06:30:18.680000Z,2024-03-02T06:30:18.870000Z,2024-03-02T06:30:19.130000Z,0.7893177,S
287,RG.KEFF.00,2024-03-02T06:30:25.060000Z,2024-03-02T06:30:25.110000Z,2024-03-02T06:30:25.360000Z,0.2705361,S
288,RG.KEFF.00,2024-03-02T06:30:33.650000Z,2024-03-02T06:30:33.750000Z,2024-03-02T06:30:33.920000Z,0.30367127,S
289,RG.KEFF.00,2024-03-02T06:30:49.730000Z,2024-03-02T06:30:49.910000Z,2024-03-02T06:30:50.110000Z,0.9696773,P
290,RG.KEFF.00,2024-03-02T06:30:51.440000Z,2024-03-02T06:30:51.620000Z,2024-03-02T06:30:51.860000Z,0.8559457,S
291,RG.KEFF.00,2024-03-02T06:30:54.860000Z,2024-03-02T06:30:55.010000Z,2024-03-02T06:30:55.210000Z,0.93690765,P
292,RG.KEFF.00,2024-03-02T06:30:56.510000Z,2024-03-02T06:30:56.700000Z,2024-03-02T06:30:56.930000Z,0.7905517,S
293,RG.KEFF.00,2024-03-02T06:31:11.790000Z,2024-03-02T06:31:11.980000Z,2024-03-02T06:31:12.170000Z,0.96267915,P
294,RG.KEFF.00,2024-03-02T06:31:13.540000Z,2024-03-02T06:31:13.690000Z,2024-03-02T06:31:13.950000Z,0.8544986,S
295,RG.KEFF.00,2024-03-02T06:31:32.680000Z,2024-03-02T06:31:32.810000Z,2024-03-02T06:31:33.000000Z,0.47006726,P
296,RG.KEFF.00,2024-03-02T06:31:34.430000Z,2024-03-02T06:31:34.590000Z,2024-03-02T06:31:34.760000Z,0.40041614,S
297,RG.KEFF.00,2024-03-02T06:31:44.520000Z,2024-03-02T06:31:44.520000Z,2024-03-02T06:31:44.820000Z,0.20830047,S
298,RG.KEFF.00,2024-03-02T06:31:49.290000Z,2024-03-02T06:31:49.460000Z,2024-03-02T06:31:49.650000Z,0.7509862,P
299,RG.KEFF.00,2024-03-02T06:31:51.310000Z,2024-03-02T06:31:51.610000Z,2024-03-02T06:31:51.820000Z,0.31329134,S
300,RG.KEFF.00,2024-03-02T06:31:56.040000Z,2024-03-02T06:31:56.210000Z,2024-03-02T06:31:56.390000Z,0.75526154,P
301,RG.KEFF.00,2024-03-02T06:31:57.820000Z,2024-03-02T06:31:57.970000Z,2024-03-02T06:31:58.150000Z,0.5461557,S
302,RG.KEFF.00,2024-03-02T06:32:18.080000Z,2024-03-02T06:32:18.260000Z,2024-03-02T06:32:18.460000Z,0.908203,P
303,RG.KEFF.00,2024-03-02T06:32:19.910000Z,2024-03-02T06:32:20.100000Z,2024-03-02T06:32:20.330000Z,0.8226357,S
304,RG.KEFF.00,2024-03-02T06:32:39.750000Z,2024-03-02T06:32:39.840000Z,2024-03-02T06:32:39.950000Z,0.22183442,P
305,RG.KEFF.00,2024-03-02T06:32:47.790000Z,2024-03-02T06:32:47.980000Z,2024-03-02T06:32:48.170000Z,0.9780101,P
306,RG.KEFF.00,2024-03-02T06:32:51.500000Z,2024-03-02T06:32:51.690000Z,2024-03-02T06:32:51.900000Z,0.43887573,S
307,RG.KEFF.00,2024-03-02T06:33:52.410000Z,2024-03-02T06:33:52.530000Z,2024-03-02T06:33:52.720000Z,0.53769916,P
308,RG.KEFF.00,2024-03-02T06:34:13.730000Z,2024-03-02T06:34:13.910000Z,2024-03-02T06:34:14.110000Z,0.9638049,P
309,RG.KEFF.00,2024-03-02T06:34:15.440000Z,2024-03-02T06:34:15.600000Z,2024-03-02T06:34:15.860000Z,0.82246965,S
310,RG.GUNS.00,2024-03-02T06:30:17.250000Z,2024-03-02T06:30:17.420000Z,2024-03-02T06:30:17.630000Z,0.93762547,P
311,RG.GUNS.00,2024-03-02T06:30:19.420000Z,2024-03-02T06:30:19.610000Z,2024-03-02T06:30:19.840000Z,0.8231815,S
312,RG.GUNS.00,2024-03-02T06:30:49.990000Z,2024-03-02T06:30:50.170000Z,2024-03-02T06:30:50.370000Z,0.9176712,P
313,RG.GUNS.00,2024-03-02T06:30:52.170000Z,2024-03-02T06:30:52.360000Z,2024-03-02T06:30:52.580000Z,0.7998165,S
314,RG.GUNS.00,2024-03-02T06:30:55.410000Z,2024-03-02T06:30:55.540000Z,2024-03-02T06:30:55.750000Z,0.5754772,P
315,RG.GUNS.00,2024-03-02T06:30:57.380000Z,2024-03-02T06:30:57.480000Z,2024-03-02T06:30:57.720000Z,0.23737243,S
316,RG.GUNS.00,2024-03-02T06:31:12.090000Z,2024-03-02T06:31:12.260000Z,2024-03-02T06:31:12.480000Z,0.9513447,P
317,RG.GUNS.00,2024-03-02T06:31:14.220000Z,2024-03-02T06:31:14.440000Z,2024-03-02T06:31:14.640000Z,0.8127564,S
318,RG.GUNS.00,2024-03-02T06:31:35.140000Z,2024-03-02T06:31:35.200000Z,2024-03-02T06:31:35.450000Z,0.26210582,S
319,RG.GUNS.00,2024-03-02T06:32:18.760000Z,2024-03-02T06:32:18.810000Z,2024-03-02T06:32:18.940000Z,0.24933928,P
320,RG.GUNS.00,2024-03-02T06:32:47.310000Z,2024-03-02T06:32:47.490000Z,2024-03-02T06:32:47.680000Z,0.559493,P
321,RG.GUNS.00,2024-03-02T06:32:48.460000Z,2024-03-02T06:32:48.500000Z,2024-03-02T06:32:48.660000Z,0.3093792,P
322,RG.GUNS.00,2024-03-02T06:32:50.160000Z,2024-03-02T06:32:50.340000Z,2024-03-02T06:32:50.560000Z,0.8637701,S
323,RG.GUNS.00,2024-03-02T06:33:52.880000Z,2024-03-02T06:33:52.970000Z,2024-03-02T06:33:53.180000Z,0.39598423,P
324,RG.GUNS.00,2024-03-02T06:33:54.830000Z,2024-03-02T06:33:54.950000Z,2024-03-02T06:33:55.210000Z,0.36555427,S
325,RG.GUNS.00,2024-03-02T06:34:14.040000Z,2024-03-02T06:34:14.400000Z,2024-03-02T06:34:14.610000Z,0.6751615,P
326,RG.GUNS.00,2024-03-02T06:34:16.140000Z,2024-03-02T06:34:16.320000Z,2024-03-02T06:34:16.630000Z,0.6928233,S
327,RG.LAMP.00,2024-03-02T06:29:05.070000Z,2024-03-02T06:29:05.160000Z,2024-03-02T06:29:05.270000Z,0.24637312,P
328,RG.LAMP.00,2024-03-02T06:30:17.380000Z,2024-03-02T06:30:17.510000Z,2024-03-02T06:30:17.950000Z,0.8506872,P
329,RG.LAMP.00,2024-03-02T06:30:19.280000Z,2024-03-02T06:30:19.480000Z,2024-03-02T06:30:19.680000Z,0.83548224,S
330,RG.LAMP.00,2024-03-02T06:30:50.150000Z,2024-03-02T06:30:50.320000Z,2024-03-02T06:30:50.730000Z,0.89106256,P
331,RG.LAMP.00,2024-03-02T06:30:52.060000Z,2024-03-02T06:30:52.260000Z,2024-03-02T06:30:52.460000Z,0.6926365,S
332,RG.LAMP.00,2024-03-02T06:30:55.750000Z,2024-03-02T06:30:55.920000Z,2024-03-02T06:30:56.400000Z,0.3858055,P
333,RG.LAMP.00,2024-03-02T06:30:57.590000Z,2024-03-02T06:30:57.760000Z,2024-03-02T06:30:57.960000Z,0.9014975,S
334,RG.LAMP.00,2024-03-02T06:31:12.210000Z,2024-03-02T06:31:12.400000Z,2024-03-02T06:31:12.700000Z,0.66950166,P
335,RG.LAMP.00,2024-03-02T06:31:14.110000Z,2024-03-02T06:31:14.310000Z,2024-03-02T06:31:14.530000Z,0.82736254,S
336,RG.LAMP.00,2024-03-02T06:31:33.300000Z,2024-03-02T06:31:33.440000Z,2024-03-02T06:31:33.620000Z,0.48418763,P
337,RG.LAMP.00,2024-03-02T06:31:35.380000Z,2024-03-02T06:31:35.520000Z,2024-03-02T06:31:35.700000Z,0.45033318,S
338,RG.LAMP.00,2024-03-02T06:31:51.340000Z,2024-03-02T06:31:51.400000Z,2024-03-02T06:31:51.650000Z,0.21834393,P
339,RG.LAMP.00,2024-03-02T06:31:52.110000Z,2024-03-02T06:31:52.190000Z,2024-03-02T06:31:52.400000Z,0.36205006,S
340,RG.LAMP.00,2024-03-02T06:32:20.300000Z,2024-03-02T06:32:20.420000Z,2024-03-02T06:32:20.660000Z,0.38769075,S
341,RG.LAMP.00,2024-03-02T06:32:48.440000Z,2024-03-02T06:32:48.600000Z,2024-03-02T06:32:48.810000Z,0.90972096,P
342,RG.LAMP.00,2024-03-02T06:32:50.090000Z,2024-03-02T06:32:50.280000Z,2024-03-02T06:32:50.510000Z,0.87347317,S
343,RG.LAMP.00,2024-03-02T06:33:22.800000Z,2024-03-02T06:33:22.880000Z,2024-03-02T06:33:23.030000Z,0.24567118,P
344,RG.LAMP.00,2024-03-02T06:33:42.720000Z,2024-03-02T06:33:42.720000Z,2024-03-02T06:33:42.880000Z,0.23122421,S
345,RG.LAMP.00,2024-03-02T06:33:51.320000Z,2024-03-02T06:33:51.440000Z,2024-03-02T06:33:51.650000Z,0.43209314,P
346,RG.LAMP.00,2024-03-02T06:33:54.570000Z,2024-03-02T06:33:54.800000Z,2024-03-02T06:33:55.020000Z,0.6219851,S
347,RG.LAMP.00,2024-03-02T06:34:14.390000Z,2024-03-02T06:34:14.560000Z,2024-03-02T06:34:14.780000Z,0.7181381,P
348,RG.LAMP.00,2024-03-02T06:34:16.020000Z,2024-03-02T06:34:16.190000Z,2024-03-02T06:34:16.420000Z,0.8963953,S
